,name,Record Holder 1,Country 1,Detail 1,value,Record Holder 2,Country 2,Detail 2,Record Holder 3,Country 3,Detail 3
1,Most Grand Slam Titles,Roger Federer,SUI,20,20,Rafael Nadal,ESP,20,Novak Djokovic,SRB,20
2,Most Tour Finals Titles,Roger Federer,SUI,,6,,,,,,
5,Most Masters Titles,Novak Djokovic,SRB,36,36,Rafael Nadal,ESP,36,,,
8,"Most Big Titles (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,,61,,,,,,
12,Most Davis Cup Titles,Rafael Nadal,ESP,,5,Feliciano Lopez,ESP,,,,
14,Most Hard Titles,Roger Federer,SUI,,71,,,,,,
15,Most Clay Titles,Rafael Nadal,ESP,,62,,,,,,
16,Most Grass Titles,Roger Federer,SUI,,19,,,,,,
18,Most Outdoor Titles,Rafael Nadal,ESP,,86,,,,,,
20,Most Hard Grand Slam Titles,Novak Djokovic,SRB,,12,,,,,,
21,Most Clay Grand Slam Titles,Rafael Nadal,ESP,,13,,,,,,
22,Most Grass Grand Slam Titles,Roger Federer,SUI,,8,,,,,,
23,Most Hard Masters Titles,Novak Djokovic,SRB,,26,,,,,,
24,Most Clay Masters Titles,Rafael Nadal,ESP,,26,,,,,,
27,"Most Hard Big Titles (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,,43,,,,,,
28,"Most Clay Big Titles (Grand Slam, All Tour Finals, Masters, Olympics)",Rafael Nadal,ESP,,39,,,,,,
29,"Most Grass Big Titles (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,SUI,,8,,,,,,
34,Most Masters Titles in Single Season,Novak Djokovic,SRB,2015,6,,,,,,
35,"Most Big Titles in Single Season (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2015,10,,,,,,
42,Most Titles at Single Tournament,Rafael Nadal,ESP,Roland Garros,13,,,,,,
43,Most Grand Slam Titles at Single Tournament,Rafael Nadal,ESP,Roland Garros,13,,,,,,
44,Most Masters Titles at Single Tournament,Rafael Nadal,ESP,Monte Carlo Masters,11,,,,,,
45,Most ATP 500/CS Titles at Single Tournament,Rafael Nadal,ESP,Barcelona,12,,,,,,
47,Most Small Titles at Single Tournament,Rafael Nadal,ESP,Barcelona,12,,,,,,
55,Most Titles at Each Grand Slam Tournament,Novak Djokovic,SRB,2021 Roland Garros,2,,,,,,
56,Most Grand Slam Titles Adjusted by Difficulty,Novak Djokovic,SRB,20,21.8,,,,,,
57,Most Tour Finals Titles Adjusted by Difficulty,Roger Federer,SUI,6,5.74,,,,,,
59,Most Masters Titles Adjusted by Difficulty,Novak Djokovic,SRB,36,38.83,,,,,,
63,Most Hard Grand Slam Titles Adjusted by Difficulty,Novak Djokovic,SRB,12,13.38,,,,,,
64,Most Clay Grand Slam Titles Adjusted by Difficulty,Rafael Nadal,ESP,13,14.52,,,,,,
65,Most Grass Grand Slam Titles Adjusted by Difficulty,Roger Federer,SUI,8,7.89,,,,,,
66,Most Hard Masters Titles Adjusted by Difficulty,Novak Djokovic,SRB,26,28.4,,,,,,
67,Most Clay Masters Titles Adjusted by Difficulty,Rafael Nadal,ESP,26,27.51,,,,,,
70,Most Masters Titles in Single Season Adjusted by Difficulty,Novak Djokovic,SRB,2015 - 6,6.81,,,,,,
71,Most Grand Slam Titles at Single Tournament Adjusted by Difficulty,Rafael Nadal,ESP,Roland Garros - 13,14.52,,,,,,
72,Most Masters Titles at Single Tournament Adjusted by Difficulty,Rafael Nadal,ESP,Monte Carlo Masters - 11,11.59,,,,,,
74,Most Grand Slam Finals,Roger Federer,SUI,,31,,,,,,
75,Most Tour Finals Finals,Roger Federer,SUI,,10,,,,,,
78,Most Masters Finals,Novak Djokovic,SRB,,53,,,,,,
80,"Most Big Finals (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,SUI,,92,,,,,,
84,Most Hard Finals,Roger Federer,SUI,,98,,,,,,
86,Most Grass Finals,Roger Federer,SUI,,27,,,,,,
88,Most Outdoor Finals,Roger Federer,SUI,118,118,Rafael Nadal,ESP,118,,,
90,Most Hard Grand Slam Finals,Novak Djokovic,SRB,,17,,,,,,
91,Most Clay Grand Slam Finals,Rafael Nadal,ESP,,13,,,,,,
92,Most Grass Grand Slam Finals,Roger Federer,SUI,,12,,,,,,
93,Most Hard Masters Finals,Novak Djokovic,SRB,,35,,,,,,
94,Most Clay Masters Finals,Rafael Nadal,ESP,,33,,,,,,
96,"Most Hard Big Finals (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,,59,,,,,,
97,"Most Clay Big Finals (Grand Slam, All Tour Finals, Masters, Olympics)",Rafael Nadal,ESP,,46,,,,,,
98,"Most Grass Big Finals (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,SUI,,13,,,,,,
103,Most Masters Finals in Single Season,Novak Djokovic,SRB,2015,8,,,,,,
104,"Most Big Finals in Single Season (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2015,13,,,,,,
111,Most Finals at Single Tournament,Roger Federer,SUI,Basel,15,,,,,,
112,Most Grand Slam Finals at Single Tournament,Rafael Nadal,ESP,Roland Garros,13,,,,,,
113,Most Masters Finals at Single Tournament,Rafael Nadal,ESP,Monte Carlo Masters,12,Rafael Nadal,ESP,Rome Masters,,,
114,Most ATP 500/CS Finals at Single Tournament,Rafael Nadal,ESP,Barcelona,12,,,,,,
116,Most Small Finals at Single Tournament,Roger Federer,SUI,Basel,15,,,,,,
124,Most Finals at Each Grand Slam Tournament,Novak Djokovic,SRB,2021 Roland Garros,6,,,,,,
126,Most Grand Slam Semi-Finals,Roger Federer,SUI,,46,,,,,,
127,Most Tour Finals Semi-Finals,Roger Federer,SUI,,16,,,,,,
130,Most Masters Semi-Finals,Rafael Nadal,ESP,,75,,,,,,
132,"Most Big Semi-Finals (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,SUI,,130,,,,,,
136,Most Hard Semi-Finals,Roger Federer,SUI,,138,,,,,,
138,Most Grass Semi-Finals,Roger Federer,SUI,,32,,,,,,
140,Most Outdoor Semi-Finals,Roger Federer,SUI,,155,,,,,,
144,Most Masters Semi-Finals in Single Season,Rafael Nadal,ESP,2013,8,Novak Djokovic,SRB,2015,,,
145,"Most Big Semi-Finals in Single Season (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2012,13,Novak Djokovic,SRB,2015,,,
150,Most Semi-Finals at Single Tournament,Roger Federer,SUI,Basel,16,Roger Federer,SUI,Tour Finals,,,
151,Most Grand Slam Semi-Finals at Single Tournament,Roger Federer,SUI,Australian Open,15,,,,,,
152,Most Masters Semi-Finals at Single Tournament,Rafael Nadal,ESP,Monte Carlo Masters,14,,,,,,
153,Most Semi-Finals at Each Grand Slam Tournament,Novak Djokovic,SRB,2021 Australian Open,9,,,,,,
155,Most Grand Slam Quarter-Finals,Roger Federer,SUI,,58,,,,,,
156,Most Tour Finals Quarter-Finals,Roger Federer,SUI,,16,,,,,,
159,Most Masters Quarter-Finals,Rafael Nadal,ESP,,97,,,,,,
160,Most Olympics Quarter-Finals,Roger Federer,SUI,,3,,,,,,
161,"Most Big Quarter-Finals (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,SUI,,164,,,,,,
165,Most Hard Quarter-Finals,Roger Federer,SUI,,164,,,,,,
167,Most Grass Quarter-Finals,Roger Federer,SUI,,40,,,,,,
169,Most Outdoor Quarter-Finals,Rafael Nadal,ESP,,199,,,,,,
173,Most Masters Quarter-Finals in Single Season,Novak Djokovic,SRB,2009,9,Rafael Nadal,ESP,2009,,,
174,"Most Big Quarter-Finals in Single Season (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2012,14,,,,,,
179,Most Quarter-Finals at Single Tournament,Roger Federer,SUI,Wimbledon,18,,,,,,
180,Most Grand Slam Quarter-Finals at Single Tournament,Roger Federer,SUI,Wimbledon,18,,,,,,
181,Most Masters Quarter-Finals at Single Tournament,Rafael Nadal,ESP,Monte Carlo Masters,16,Rafael Nadal,ESP,Rome Masters,,,
182,Most Quarter-Finals at Each Grand Slam Tournament,Roger Federer,SUI,2019 Roland Garros,12,,,,,,
184,Most Grand Slam Entries,Roger Federer,SUI,,81,,,,,,
185,Most Tour Finals Entries,Roger Federer,SUI,,17,,,,,,
188,Most Masters Entries,Roger Federer,SUI,,138,,,,,,
190,"Most Big Entries (Grand Slam, All Tour Finals, Masters, Olympics)",Roger Federer,SUI,,240,,,,,,
212,Most Entries at Each Grand Slam Tournament,Roger Federer,SUI,2021 Roland Garros,19,Feliciano Lopez,ESP,2021 Wimbledon,,,
248,Greatest Masters Title / Entry Winning Pct.,Novak Djokovic,SRB,36-82/118,30.51%,Rod Laver,AUS,18-41/59,,,
251,Greatest ATP 500/CS Title / Entry Winning Pct.,Roger Federer,SUI,24-26/50,48.00%,,,,,,
253,"Greatest Small Title / Entry Winning Pct. (ATP 500/CS, ATP 250/WS)",Roger Federer,SUI,49-78/127,38.58%,,,,,,
255,Greatest Clay Title / Entry Winning Pct.,Rafael Nadal,ESP,62-45/107,57.94%,,,,,,
256,Greatest Grass Title / Entry Winning Pct.,Roger Federer,SUI,19-29/48,39.58%,,,,,,
262,Tour Finals Title Streak,Novak Djokovic,SRB,2012 Tour Finals - 2015 Tour Finals,4,,,,,,
267,"Big Title Streak (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2014 Paris Masters - 2015 Rome Masters,7,Novak Djokovic,SRB,2015 US Open - 2016 Miami Masters,,,
269,ATP 250/WS Title Streak,Roger Federer,SUI,2004 Halle - 2008 Basel,13,,,,,,
271,Hard Title Streak,Roger Federer,SUI,2005 Rotterdam - 2006 Australian Open,9,,,,,,
272,Clay Title Streak,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2007 Rome Masters,13,,,,,,
273,Grass Title Streak,Roger Federer,SUI,2003 Halle - 2008 Halle,10,,,,,,
277,Title Streak at Single Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2012 Monte Carlo Masters,8,Rafael Nadal,ESP,2005 Barcelona - 2013 Barcelona,,,
279,Title Streak at Single Masters Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2012 Monte Carlo Masters,8,,,,,,
280,Title Streak at Single ATP 500/CS Tournament,Rafael Nadal,ESP,2005 Barcelona - 2013 Barcelona,8,,,,,,
283,Grand Slam Final Streak,Roger Federer,SUI,2005 Wimbledon - 2007 US Open,10,,,,,,
287,Masters Final Streak,Novak Djokovic,SRB,2014 Paris Masters - 2016 Miami Masters,11,,,,,,
289,"Big Final Streak (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2014 Paris Masters - 2016 Miami Masters,18,,,,,,
293,Hard Final Streak,Roger Federer,SUI,2005 Rotterdam - 2006 Canada Masters,13,Novak Djokovic,SRB,2015 Australian Open - 2016 Australian Open,,,
294,Clay Final Streak,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2008 Barcelona,18,,,,,,
295,Grass Final Streak,Roger Federer,SUI,2003 Halle - 2010 Halle,13,,,,,,
297,Outdoor Final Streak,Roger Federer,SUI,2005 Halle - 2006 Canada Masters,15,Novak Djokovic,SRB,2015 Australian Open - 2016 Australian Open,,,
299,Final Streak at Single Tournament,Roger Federer,SUI,2006 Basel - 2019 Basel,13,,,,,,
301,Final Streak at Single Masters Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2013 Monte Carlo Masters,9,,,,,,
302,Final Streak at Single ATP 500/CS Tournament,Roger Federer,SUI,2009 Basel - 2019 Basel,10,,,,,,
305,Grand Slam Semi-Final Streak,Roger Federer,SUI,2004 Wimbledon - 2010 Australian Open,23,,,,,,
311,"Big Semi-Final Streak (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2014 US Open - 2016 Miami Masters,20,,,,,,
312,ATP 500/CS Semi-Final Streak,Novak Djokovic,SRB,2007 Vienna - 2015 Beijing,19,,,,,,
313,ATP 250/WS Semi-Final Streak,Roger Federer,SUI,2004 Halle - 2013 Halle,22,,,,,,
316,Clay Semi-Final Streak,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2008 Barcelona,18,,,,,,
317,Grass Semi-Final Streak,Roger Federer,SUI,2003 Halle - 2010 Halle,13,,,,,,
319,Outdoor Semi-Final Streak,Novak Djokovic,SRB,2010 US Open - 2012 Monte Carlo Masters,20,,,,,,
321,Semi-Final Streak at Single Tournament,Roger Federer,SUI,2002 Halle - 2019 Halle,15,,,,,,
323,Semi-Final Streak at Single Masters Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2013 Monte Carlo Masters,9,,,,,,
324,Semi-Final Streak at Single ATP 500/CS Tournament,Roger Federer,SUI,2009 Basel - 2019 Basel,10,,,,,,
325,Semi-Final Streak at Single ATP 250/WS Tournament,Roger Federer,SUI,2002 Halle - 2014 Halle,10,,,,,,
326,Quarter-Final Streak,Roger Federer,SUI,2004 US Open - 2006 Canada Masters,29,,,,,,
327,Grand Slam Quarter-Final Streak,Roger Federer,SUI,2004 Wimbledon - 2013 Roland Garros,36,,,,,,
331,Masters Quarter-Final Streak,Rafael Nadal,ESP,2008 Hamburg Masters - 2010 Cincinnati Masters,21,,,,,,
334,ATP 500/CS Quarter-Final Streak,Novak Djokovic,SRB,2007 Rotterdam - 2017 Acapulco,23,,,,,,
339,Grass Quarter-Final Streak,Roger Federer,SUI,2003 Halle - 2013 Halle,19,,,,,,
341,Outdoor Quarter-Final Streak,Novak Djokovic,SRB,2010 Wimbledon - 2013 Indian Wells Masters,36,,,,,,
343,Quarter-Final Streak at Single Tournament,Roger Federer,SUI,2000 Halle - 2019 Halle,17,,,,,,
345,Quarter-Final Streak at Single Masters Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2021 Monte Carlo Masters,16,,,,,,
346,Quarter-Final Streak at Single ATP 500/CS Tournament,Novak Djokovic,SRB,2007 Dubai - 2020 Dubai,11,,,,,,
347,Quarter-Final Streak at Single ATP 250/WS Tournament,Roger Federer,SUI,2000 Halle - 2014 Halle,12,,,,,,
378,Oldest Tour Finals Champion,Roger Federer,SUI,2011 Tour Finals,30 years 3 mons 12 days,,,,,,
395,Oldest Olympics Finalist,Roger Federer,SUI,2012 London Olympics,30 years 11 mons 17 days,,,,,,
404,Longest First Title to Last Title,Roger Federer,SUI,29-01-2001 Milan - 21-10-2019 Basel,18 years 8 mons 23 days,,,,,,
405,Longest Grand Slam First Title to Last Title,Rafael Nadal,ESP,23-05-2005 Roland Garros - 28-09-2020 Roland Garros,15 years 4 mons 5 days,,,,,,
408,Longest Masters First Title to Last Title,Roger Federer,SUI,13-05-2002 Hamburg Masters - 18-03-2019 Miami Masters,16 years 10 mons 5 days,,,,,,
409,Longest First Final to Last Final,Roger Federer,SUI,07-02-2000 Marseille - 21-10-2019 Basel,19 years 8 mons 14 days,,,,,,
410,Longest Grand Slam First Final to Last Final,Roger Federer,SUI,23-06-2003 Wimbledon - 01-07-2019 Wimbledon,16 years 8 days,,,,,,
413,Longest Masters First Final to Last Final,Roger Federer,SUI,18-03-2002 Miami Masters - 18-03-2019 Miami Masters,17 years,,,,,,
415,Longest Grand Slam First Win to Last Win,Roger Federer,SUI,17-01-2000 Australian Open - 28-06-2021 Wimbledon,21 years 5 mons 11 days,,,,,,
416,Longest Tour Finals First Win to Last Win,Roger Federer,SUI,11-11-2002 Masters Cup - 11-11-2019 Tour Finals,17 years,,,,,,
417,Longest All Tour Finals First Win to Last Win,Roger Federer,SUI,11-11-2002 Masters Cup - 11-11-2019 Tour Finals,17 years,,,,,,
421,Longest Grand Slam First Match to Last Match,Roger Federer,SUI,24-05-1999 Roland Garros - 28-06-2021 Wimbledon,22 years 1 mon 4 days,,,,,,
422,Longest Tour Finals First Match to Last Match,Roger Federer,SUI,11-11-2002 Masters Cup - 11-11-2019 Tour Finals,17 years,,,,,,
426,Consecutive Seasons With at Least One Title,Rafael Nadal,ESP,2004-2021,18,,,,,,
427,Consecutive Seasons With at Least One Grand Slam Title,Rafael Nadal,ESP,2005-2014,10,,,,,,
428,Consecutive Seasons With at Least One Masters Title,Rafael Nadal,ESP,2005-2014,10,,,,,,
429,Consecutive Seasons With at Least One Final,Roger Federer,SUI,2000-2019,20,,,,,,
431,Consecutive Seasons With at Least One Masters Final,Rafael Nadal,ESP,2005-2019,15,,,,,,
434,Least Games Lost Winning Tour Finals Title,Novak Djokovic,SRB,2014 Tour Finals,16,,,,,,
436,Least Games Lost Winning Masters Title,Rafael Nadal,ESP,2010 Monte Carlo Masters,14,,,,,,
454,Least Sets Lost Winning Hard Title,Roger Federer,SUI,2007 Australian Open,0,,,,,,
461,Grand Slam Titles Won W/O Losing Set,Rafael Nadal,ESP,,4,,,,,,
464,Masters Titles Won W/O Losing Set,Novak Djokovic,SRB,,10,,,,,,
466,ATP 500/CS Titles Won W/O Losing Set,Rafael Nadal,ESP,,14,,,,,,
468,Hard Titles Won W/O Losing Set,Roger Federer,SUI,,15,Novak Djokovic,SRB,,,,
469,Clay Titles Won W/O Losing Set,Rafael Nadal,ESP,,26,,,,,,
472,Outdoor Titles Won W/O Losing Set,Rafael Nadal,ESP,,28,,,,,,
490,Most Breaks Winning Masters Title,Rafael Nadal,ESP,2005 Rome Masters,37,,,,,,
494,Most Breaks Winning Hard Title,Novak Djokovic,SRB,2012 Australian Open,55,,,,,,
500,Titles Won W/O Break Against,Roger Federer,SUI,,4,,,,,,
503,Masters Titles Won W/O Break Against,Roger Federer,SUI,,2,,,,,,
507,Hard Titles Won W/O Break Against,Roger Federer,SUI,,3,,,,,,
511,Outdoor Titles Won W/O Break Against,Roger Federer,SUI,,4,,,,,,
514,Most Grand Slam Matches Played,Roger Federer,SUI,,429,,,,,,
515,Most Tour Finals Matches Played,Roger Federer,SUI,,76,,,,,,
517,Most Masters Matches Played,Roger Federer,SUI,,489,,,,,,
518,Most Olympics Matches Played,Roger Federer,SUI,,18,,,,,,
523,Most Best of 5 Matches Played,Roger Federer,SUI,,500,,,,,,
524,Most Hard Matches Played,Roger Federer,SUI,,932,,,,,,
528,Most Outdoor Matches Played,Roger Federer,SUI,,1183,,,,,,
531,Most Matches Played Vs Top 5,Roger Federer,SUI,,179,,,,,,
532,Most Matches Played Vs Top 10,Roger Federer,SUI,,346,,,,,,
543,Most Matches Played at Single Tournament,Roger Federer,SUI,Wimbledon,119,,,,,,
544,Most Matches Played at Single Grand Slam Tournament,Roger Federer,SUI,Wimbledon,119,,,,,,
545,Most Matches Played at Single Masters Tournament,Roger Federer,SUI,Indian Wells Masters,79,Rafael Nadal,ESP,Monte Carlo Masters,,,
546,Most Matches Played at Single ATP 500/CS Tournament,Rafael Nadal,ESP,Barcelona,70,,,,,,
549,Most Grand Slam Matches Vs Different Players Played,Roger Federer,SUI,,199,,,,,,
550,Most Tour Finals Matches Vs Different Players Played,Roger Federer,SUI,,40,,,,,,
556,Most Matches Played that ended by Retirement,Novak Djokovic,SRB,,39,,,,,,
561,Most Grand Slam Matches Won,Roger Federer,SUI,,369,,,,,,
562,Most Tour Finals Matches Won,Roger Federer,SUI,,59,,,,,,
564,Most Masters Matches Won,Rafael Nadal,ESP,,398,,,,,,
565,Most Olympics Matches Won,Roger Federer,SUI,,13,,,,,,
570,Most Best of 5 Matches Won,Roger Federer,SUI,,424,,,,,,
571,Most Hard Matches Won,Roger Federer,SUI,,776,,,,,,
573,Most Grass Matches Won,Roger Federer,SUI,,192,,,,,,
575,Most Outdoor Matches Won,Roger Federer,SUI,,976,,,,,,
577,Most Matches Won Vs No. 1,Rafael Nadal,ESP,,22,,,,,,
578,Most Matches Won Vs Top 5,Novak Djokovic,SRB,,105,,,,,,
579,Most Matches Won Vs Top 10,Novak Djokovic,SRB,223,223,Roger Federer,SUI,223,,,
581,Most Hard Matches Won in Single Season,Roger Federer,SUI,2006,59,Novak Djokovic,SRB,2015,,,
590,Most Matches Won at Single Tournament,Rafael Nadal,ESP,Roland Garros,105,Roger Federer,SUI,Wimbledon,,,
591,Most Matches Won at Single Grand Slam Tournament,Rafael Nadal,ESP,Roland Garros,105,Roger Federer,SUI,Wimbledon,,,
592,Most Matches Won at Single Masters Tournament,Rafael Nadal,ESP,Monte Carlo Masters,73,,,,,,
593,Most Matches Won at Single ATP 500/CS Tournament,Rafael Nadal,ESP,Barcelona,66,,,,,,
596,Most Grand Slam Matches Vs Different Players Won,Roger Federer,SUI,,187,,,,,,
597,Most Tour Finals Matches Vs Different Players Won,Roger Federer,SUI,,36,,,,,,
603,Most Matches Won by Retirement,Novak Djokovic,SRB,,26,,,,,,
604,Most Matches Won by Walkover,Roger Federer,SUI,,14,,,,,,
606,"Most Matches Won by Retirement, Walkover or Defaulting",Novak Djokovic,SRB,,38,,,,,,
607,Greatest Winning Pct.,Novak Djokovic,SRB,968-194/1162,83.30%,,,,,,
613,Greatest ATP 500/CS Winning Pct.,Roger Federer,SUI,178-26/204,87.25%,,,,,,
617,Greatest Best of 5 Winning Pct.,Rafael Nadal,ESP,322-43/365,88.22%,,,,,,
618,Greatest Hard Winning Pct.,Novak Djokovic,SRB,613-113/726,84.44%,,,,,,
619,Greatest Clay Winning Pct.,Rafael Nadal,ESP,464-43/507,91.52%,,,,,,
620,Greatest Grass Winning Pct.,Roger Federer,SUI,192-29/221,86.88%,,,,,,
622,Greatest Outdoor Winning Pct.,Rafael Nadal,ESP,942-167/1109,84.94%,,,,,,
628,Greatest Hard Winning Pct. in Single Season,Roger Federer,SUI,2005 50-1/51,98.04%,,,,,,
629,Greatest Clay Winning Pct. in Single Season,Rafael Nadal,ESP,2006 26-0/26,100.00%,Bjorn Borg,SWE,1978 25-0/25,Rafael Nadal,ESP,2010 22-0/22
632,Greatest Outdoor Winning Pct. in Single Season,Roger Federer,SUI,2005 67-3/70,95.71%,,,,,,
634,Greatest Winning Pct. at Single Tournament,Novak Djokovic,SRB,Beijing 29-0/29,100.00%,Jimmy Connors,USA,Birmingham 26-0/26,Thomas Muster,AUT,Acapulco 20-0/20
635,Greatest Winning Pct. at Single Grand Slam Tournament,Rafael Nadal,ESP,Roland Garros 105-3/108,97.22%,,,,,,
637,Greatest Winning Pct. at Single ATP 500/CS Tournament,Novak Djokovic,SRB,Beijing 29-0/29,100.00%,,,,,,
644,Greatest Olympics Peak Winning Pct.,Rafael Nadal,ESP,08-08-2016 10-0/10,100.00%,Stefan Edberg,SWE,20-09-1988 9-0/9,Marc Rosset,SUI,22-07-1996 8-0/8
645,Greatest ATP 500/CS Peak Winning Pct.,Rafael Nadal,ESP,30-09-2013 94-10/104,90.38%,,,,,,
651,Greatest Clay Peak Winning Pct.,Rafael Nadal,ESP,13-04-2014 300-21/321,93.46%,,,,,,
654,Greatest Outdoor Peak Winning Pct.,Rafael Nadal,ESP,13-01-2014 614-98/712,86.24%,,,,,,
656,Greatest Peak Winning Pct. Vs No. 1,Rafael Nadal,ESP,15-04-2007 7-3/10,70.00%,,,,,,
660,Grand Slam Winning Streak,Novak Djokovic,SRB,2015 Wimbledon - 2016 Wimbledon,30,,,,,,
666,"Big Tournament Winning Streak (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,SRB,2014 Paris Masters - 2015 Roland Garros,43,,,,,,
673,Hard Winning Streak,Roger Federer,SUI,2005 Rotterdam - 2006 Dubai,56,,,,,,
674,Clay Winning Streak,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2007 Hamburg Masters,81,,,,,,
675,Grass Winning Streak,Roger Federer,SUI,2003 Halle - 2008 Wimbledon,65,,,,,,
680,Winning Streak Vs Top 5,Roger Federer,SUI,2003 Masters Cup - 2004 Masters Cup,15,,,,,,
681,Winning Streak Vs Top 10,Roger Federer,SUI,2003 Masters Cup - 2005 Australian Open,24,,,,,,
682,Winning Streak at Single Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2013 Monte Carlo Masters,46,,,,,,
684,Winning Streak at Single Masters Tournament,Rafael Nadal,ESP,2005 Monte Carlo Masters - 2013 Monte Carlo Masters,46,,,,,,
685,Winning Streak at Single ATP 500/CS Tournament,Rafael Nadal,ESP,2005 Barcelona - 2014 Barcelona,41,,,,,,
687,Most Weeks at ATP No. 1,Novak Djokovic,SRB,,329,,,,,,
688,Most Weeks at ATP No. 2,Rafael Nadal,ESP,,370,,,,,,
689,Most Weeks at ATP No. 3,Roger Federer,SUI,,222,,,,,,
690,Most Weeks at ATP Top 2,Rafael Nadal,ESP,,579,,,,,,
691,Most Weeks at ATP Top 3,Roger Federer,SUI,,750,,,,,,
692,Most Weeks at ATP Top 5,Roger Federer,SUI,,859,,,,,,
693,Most Weeks at ATP Top 10,Roger Federer,SUI,,955,,,,,,
694,Most Weeks at ATP Top 20,Roger Federer,SUI,,1036,,,,,,
695,Most Consecutive Weeks at ATP No. 1,Roger Federer,SUI,02-02-2004 - 10-08-2008,237,,,,,,
696,Most Consecutive Weeks at ATP No. 2,Rafael Nadal,ESP,25-07-2005 - 10-08-2008,160,,,,,,
697,Most Consecutive Weeks at ATP No. 3,Novak Djokovic,SRB,13-08-2007 - 03-05-2009,91,,,,,,
698,Most Consecutive Weeks at ATP Top 2,Roger Federer,SUI,17-11-2003 - 27-06-2010,346,,,,,,
701,Most Consecutive Weeks at ATP Top 10,Rafael Nadal,ESP,25-04-2005 - 11-07-2021,825,,,,,,
702,Most Consecutive Weeks at ATP Top 20,Roger Federer,SUI,23-04-2001 - 11-07-2021,1034,,,,,,
704,Most Ends of Season at ATP No. 2,Rafael Nadal,ESP,,7,,,,,,
706,Most Ends of Season at ATP Top 2,Rafael Nadal,ESP,,12,,,,,,
707,Most Ends of Season at ATP Top 3,Roger Federer,SUI,,15,,,,,,
708,Most Ends of Season at ATP Top 5,Roger Federer,SUI,,16,,,,,,
709,Most Ends of Season at ATP Top 10,Roger Federer,SUI,,18,,,,,,
710,Most Ends of Season at ATP Top 20,Roger Federer,SUI,,20,,,,,,
712,Most Consecutive Ends of Season at ATP No. 2,Rafael Nadal,ESP,2005-2007,3,,,,,,
713,Most Consecutive Ends of Season at ATP No. 3,Novak Djokovic,SRB,2007-2010,4,,,,,,
714,Most Consecutive Ends of Season at ATP Top 2,Roger Federer,SUI,2003-2010,8,,,,,,
718,Most Consecutive Ends of Season at ATP Top 20,Roger Federer,SUI,2001-2020,20,,,,,,
728,Oldest ATP No. 1,Roger Federer,SUI,18-06-2018,36 years 10 mons 10 days,,,,,,
734,Longest Career First ATP No. 1 to Last ATP No. 1,Roger Federer,SUI,02-02-2004 - 18-06-2018,14 years 4 mons 16 days,,,,,,
735,Longest Career First ATP Top 2 to Last ATP Top 2,Rafael Nadal,ESP,25-07-2005 - 03-05-2021,15 years 9 mons 9 days,,,,,,
736,Longest Career First ATP Top 3 to Last ATP Top 3,Roger Federer,SUI,07-07-2003 - 24-02-2020,16 years 7 mons 17 days,,,,,,
737,Longest Career First ATP Top 5 to Last ATP Top 5,Roger Federer,SUI,27-01-2003 - 01-03-2021,18 years 1 mon 5 days,,,,,,
738,Longest Career First ATP Top 10 to Last ATP Top 10,Roger Federer,SUI,20-05-2002 - 12-07-2021,19 years 1 mon 23 days,,,,,,
739,Longest Career First ATP Top 20 to Last ATP Top 20,Roger Federer,SUI,26-02-2001 - 12-07-2021,20 years 4 mons 14 days,,,,,,
746,Oldest End of Season ATP No. 1,Novak Djokovic,SRB,2020,33 years 7 mons 9 days,,,,,,
747,Oldest End of Season ATP Top 2,Roger Federer,SUI,2017,36 years 4 mons 23 days,,,,,,
748,Oldest End of Season ATP Top 3,Roger Federer,SUI,2019,38 years 4 mons 23 days,,,,,,
749,Oldest End of Season ATP Top 5,Roger Federer,SUI,2020,39 years 4 mons 23 days,,,,,,
